16.8,5efa9919-2b9f-45e9-9337-d1ea0864a98f,1,0
14.8,f19924cc-00a4-4dcc-acf8-e35968facad8,1,1
16.0,b5a7f280-3737-41e4-b969-f8d642c666d5,1,1
18.8,01521cb4-005f-4da8-8505-ffe91fb658a9,1,0
16.4,65b8b7c6-ccbe-4e13-85b3-1c0ee32cc07d,1,0
13.6,825e6c44-48ec-4eb2-abe4-25d988072a9b,1,0
12.0,cfde85d0-2e41-490b-ab69-53eb984879c9,1,0
16.4,2e3cd587-2cce-4a16-b079-5283c3b1155f,1,0
18.8,4c94c702-902f-4f1a-9c49-6562015a3b1c,1,1
15.2,6c6454fc-4c9c-4d11-b898-d374c7e9eeff,1,0
18.4,d7a5b729-1c31-419a-bde6-3f358da45e45,1,1
19.6,b5b14c65-e29e-4c87-8f4e-b1c104a317ee,1,1
18.8,b7f26a7f-5e6f-4db4-8a12-635955dcab3e,1,1
16.0,80d2972a-2d21-48d0-9e27-ee75efd1b80c,1,0
18.4,9ab896ab-bc04-430a-93a3-4eb35598b655,1,1
16.8,aceeec29-5b05-43c4-9cd3-c594b4632837,1,1
22.8,0922a3d3-0ce3-4eb7-b15e-374cda9b67c0,1,1
17.6,9f257d18-75b0-4bf1-b8ea-dc32f14ca8a7,1,1
13.6,7f1d247f-2153-4c93-9e89-f975cbf34fa1,1,0
16.8,7ae7f199-bd11-4080-8bd2-6f3ca7dace60,1,1
11.2,ab9626ba-7219-4603-869d-4e484d32783a,1,0
16.4,d35af4b6-cd0c-4467-8f2e-33647dec4818,1,1
14.8,f51cbf69-a85d-4974-a905-9a82c204991a,1,0
18.8,a3f25a49-705f-42cb-b9ec-13a52a67dee9,1,1
22.0,e91c49d8-ad10-4f45-ae5f-bbc7a782d542,1,1
14.8,82b30878-6cd9-413c-bbdf-7ecc8eb9ee12,1,1
18.8,e155df24-ef8c-47a3-b2f7-42f3f8d5a3f4,1,0
16.0,7bdf02e0-4853-4020-adde-1ed83fe9ad27,1,1
18.4,00d3d5df-622c-483a-83bd-d8934af66b85,1,1
19.2,93cb8552-c329-4ab4-9ba0-a9dea797c053,1,0
16.4,9b029810-6b6b-4af2-b194-ac01e54a8ff5,1,0
18.0,e8f82dde-4df3-4b91-93c2-168381c2bd90,1,0
13.2,36d9c829-512b-44df-8180-1d92ed2e59dd,1,0
15.6,6e7976d5-0d62-4782-98f3-fb7a53197e80,1,0
20.4,115123be-d4af-4c2a-9030-1c222593ad0d,1,0
16.4,44388af9-de67-4177-9add-2bddf4173455,1,0
20.0,84a1a376-44f9-4a0f-bc9b-cbddda666db5,1,1
14.0,c64c602c-9a51-433b-a784-424787683127,1,0
16.8,503ca11e-7d9f-4d74-bcd1-fe28e2e34ff3,1,0
22.8,7f8ebf52-c3ec-4682-b1ad-9445af34ae00,1,1
13.2,6e8e5ec7-aed0-4836-96f3-630049ec1ed9,1,0
19.2,e30a77c7-0651-4a65-9734-7846be0fb2c5,1,1
16.4,41257d11-49b0-4cae-9727-4cda2ed41e35,1,0
15.2,1fe91272-ab5b-4ef1-bd74-b22a8497c7fa,1,0
13.2,531e3fe4-0312-4f75-b3c5-e896d86660d9,1,1
18.4,bfdb42ab-4b32-4613-a5b1-073ae19c13ee,1,1
18.8,4d283421-cfc1-4d37-9807-96a6f9bedbb5,1,1
17.6,aa75d550-5f3a-474e-a6c5-75f46884182d,1,1
16.8,1fd4cbdf-78c2-4a38-8746-2bbc492aca96,1,1
17.2,a2fc3780-74fa-453b-8492-cfa5390ef8d0,1,0
20.0,4c94c702-902f-4f1a-9c49-6562015a3b1c,2,0
23.2,01521cb4-005f-4da8-8505-ffe91fb658a9,2,1
19.2,a2fc3780-74fa-453b-8492-cfa5390ef8d0,2,0
27.6,00d3d5df-622c-483a-83bd-d8934af66b85,2,1
20.0,aa75d550-5f3a-474e-a6c5-75f46884182d,2,0
21.2,b5a7f280-3737-41e4-b969-f8d642c666d5,2,1
22.8,bfdb42ab-4b32-4613-a5b1-073ae19c13ee,2,1
14.8,36d9c829-512b-44df-8180-1d92ed2e59dd,2,0
19.6,7bdf02e0-4853-4020-adde-1ed83fe9ad27,2,1
14.8,6e8e5ec7-aed0-4836-96f3-630049ec1ed9,2,0
17.2,e8f82dde-4df3-4b91-93c2-168381c2bd90,2,0
24.8,4d283421-cfc1-4d37-9807-96a6f9bedbb5,2,1
20.4,e155df24-ef8c-47a3-b2f7-42f3f8d5a3f4,2,0
18.4,aceeec29-5b05-43c4-9cd3-c594b4632837,2,0
21.2,7ae7f199-bd11-4080-8bd2-6f3ca7dace60,2,1
20.4,41257d11-49b0-4cae-9727-4cda2ed41e35,2,1
16.4,cfde85d0-2e41-490b-ab69-53eb984879c9,2,1
28.4,1fd4cbdf-78c2-4a38-8746-2bbc492aca96,2,1
21.2,9ab896ab-bc04-430a-93a3-4eb35598b655,2,0
19.6,d7a5b729-1c31-419a-bde6-3f358da45e45,2,0
21.6,115123be-d4af-4c2a-9030-1c222593ad0d,2,0
18.0,2e3cd587-2cce-4a16-b079-5283c3b1155f,2,0
14.8,ab9626ba-7219-4603-869d-4e484d32783a,2,1
22.8,e91c49d8-ad10-4f45-ae5f-bbc7a782d542,2,0
20.0,82b30878-6cd9-413c-bbdf-7ecc8eb9ee12,2,1
14.0,c64c602c-9a51-433b-a784-424787683127,2,0
20.8,b5b14c65-e29e-4c87-8f4e-b1c104a317ee,2,0
19.2,1fe91272-ab5b-4ef1-bd74-b22a8497c7fa,2,1
22.4,84a1a376-44f9-4a0f-bc9b-cbddda666db5,2,1
26.0,93cb8552-c329-4ab4-9ba0-a9dea797c053,2,1
23.6,d35af4b6-cd0c-4467-8f2e-33647dec4818,2,1
22.4,5efa9919-2b9f-45e9-9337-d1ea0864a98f,2,1
14.8,7f1d247f-2153-4c93-9e89-f975cbf34fa1,2,0
17.2,44388af9-de67-4177-9add-2bddf4173455,2,0
19.2,f51cbf69-a85d-4974-a905-9a82c204991a,2,1
19.2,6e7976d5-0d62-4782-98f3-fb7a53197e80,2,1
25.2,a3f25a49-705f-42cb-b9ec-13a52a67dee9,2,1
20.0,9f257d18-75b0-4bf1-b8ea-dc32f14ca8a7,2,1
16.4,6c6454fc-4c9c-4d11-b898-d374c7e9eeff,2,0
21.6,b7f26a7f-5e6f-4db4-8a12-635955dcab3e,2,0
27.2,0922a3d3-0ce3-4eb7-b15e-374cda9b67c0,2,1
20.4,80d2972a-2d21-48d0-9e27-ee75efd1b80c,2,1
15.2,f19924cc-00a4-4dcc-acf8-e35968facad8,2,0
22.4,9b029810-6b6b-4af2-b194-ac01e54a8ff5,2,1
17.2,65b8b7c6-ccbe-4e13-85b3-1c0ee32cc07d,2,1
18.0,503ca11e-7d9f-4d74-bcd1-fe28e2e34ff3,2,0
15.2,825e6c44-48ec-4eb2-abe4-25d988072a9b,2,0
19.6,e30a77c7-0651-4a65-9734-7846be0fb2c5,2,0
24.8,7f8ebf52-c3ec-4682-b1ad-9445af34ae00,2,0
17.2,531e3fe4-0312-4f75-b3c5-e896d86660d9,2,0
29.6,93cb8552-c329-4ab4-9ba0-a9dea797c053,3,0
30.4,aa75d550-5f3a-474e-a6c5-75f46884182d,3,1
26.0,2e3cd587-2cce-4a16-b079-5283c3b1155f,3,1
26.8,7ae7f199-bd11-4080-8bd2-6f3ca7dace60,3,1
32.0,1fd4cbdf-78c2-4a38-8746-2bbc492aca96,3,0
17.6,36d9c829-512b-44df-8180-1d92ed2e59dd,3,0
29.2,41257d11-49b0-4cae-9727-4cda2ed41e35,3,1
26.0,e91c49d8-ad10-4f45-ae5f-bbc7a782d542,3,0
28.8,b5a7f280-3737-41e4-b969-f8d642c666d5,3,1
16.8,ab9626ba-7219-4603-869d-4e484d32783a,3,0
34.0,0922a3d3-0ce3-4eb7-b15e-374cda9b67c0,3,1
23.6,9f257d18-75b0-4bf1-b8ea-dc32f14ca8a7,3,0
19.6,6c6454fc-4c9c-4d11-b898-d374c7e9eeff,3,0
28.4,4c94c702-902f-4f1a-9c49-6562015a3b1c,3,1
27.2,84a1a376-44f9-4a0f-bc9b-cbddda666db5,3,1
21.2,531e3fe4-0312-4f75-b3c5-e896d86660d9,3,0
25.2,01521cb4-005f-4da8-8505-ffe91fb658a9,3,0
18.0,7f1d247f-2153-4c93-9e89-f975cbf34fa1,3,1
26.4,115123be-d4af-4c2a-9030-1c222593ad0d,3,1
22.0,e30a77c7-0651-4a65-9734-7846be0fb2c5,3,0
22.0,1fe91272-ab5b-4ef1-bd74-b22a8497c7fa,3,0
21.6,aceeec29-5b05-43c4-9cd3-c594b4632837,3,0
19.2,6e8e5ec7-aed0-4836-96f3-630049ec1ed9,3,1
27.2,cfde85d0-2e41-490b-ab69-53eb984879c9,3,1
22.8,44388af9-de67-4177-9add-2bddf4173455,3,1
35.2,00d3d5df-622c-483a-83bd-d8934af66b85,3,1
18.0,c64c602c-9a51-433b-a784-424787683127,3,1
26.4,9b029810-6b6b-4af2-b194-ac01e54a8ff5,3,0
27.6,5efa9919-2b9f-45e9-9337-d1ea0864a98f,3,1
29.2,6e7976d5-0d62-4782-98f3-fb7a53197e80,3,1
26.8,b7f26a7f-5e6f-4db4-8a12-635955dcab3e,3,1
20.8,e8f82dde-4df3-4b91-93c2-168381c2bd90,3,1
22.8,d7a5b729-1c31-419a-bde6-3f358da45e45,3,0
22.8,e155df24-ef8c-47a3-b2f7-42f3f8d5a3f4,3,1
27.6,503ca11e-7d9f-4d74-bcd1-fe28e2e34ff3,3,1
23.2,f51cbf69-a85d-4974-a905-9a82c204991a,3,1
26.4,f19924cc-00a4-4dcc-acf8-e35968facad8,3,1
24.4,b5b14c65-e29e-4c87-8f4e-b1c104a317ee,3,0
24.4,bfdb42ab-4b32-4613-a5b1-073ae19c13ee,3,0
28.8,80d2972a-2d21-48d0-9e27-ee75efd1b80c,3,1
26.0,9ab896ab-bc04-430a-93a3-4eb35598b655,3,0
20.4,7bdf02e0-4853-4020-adde-1ed83fe9ad27,3,0
26.8,7f8ebf52-c3ec-4682-b1ad-9445af34ae00,3,0
29.6,4d283421-cfc1-4d37-9807-96a6f9bedbb5,3,0
17.2,825e6c44-48ec-4eb2-abe4-25d988072a9b,3,0
18.0,65b8b7c6-ccbe-4e13-85b3-1c0ee32cc07d,3,0
36.0,a3f25a49-705f-42cb-b9ec-13a52a67dee9,3,1
24.0,82b30878-6cd9-413c-bbdf-7ecc8eb9ee12,3,0
22.0,a2fc3780-74fa-453b-8492-cfa5390ef8d0,3,0
26.8,d35af4b6-cd0c-4467-8f2e-33647dec4818,3,0
28.0,36d9c829-512b-44df-8180-1d92ed2e59dd,4,1
32.8,cfde85d0-2e41-490b-ab69-53eb984879c9,4,0
30.8,aceeec29-5b05-43c4-9cd3-c594b4632837,4,1
33.6,1fe91272-ab5b-4ef1-bd74-b22a8497c7fa,4,1
34.8,115123be-d4af-4c2a-9030-1c222593ad0d,4,1
28.4,f51cbf69-a85d-4974-a905-9a82c204991a,4,1
34.8,b5a7f280-3737-41e4-b969-f8d642c666d5,4,0
28.0,d7a5b729-1c31-419a-bde6-3f358da45e45,4,0
31.6,b7f26a7f-5e6f-4db4-8a12-635955dcab3e,4,0
38.0,e91c49d8-ad10-4f45-ae5f-bbc7a782d542,4,1
29.2,7ae7f199-bd11-4080-8bd2-6f3ca7dace60,4,0
28.4,7bdf02e0-4853-4020-adde-1ed83fe9ad27,4,1
33.2,44388af9-de67-4177-9add-2bddf4173455,4,1
33.6,80d2972a-2d21-48d0-9e27-ee75efd1b80c,4,0
36.4,a3f25a49-705f-42cb-b9ec-13a52a67dee9,4,0
20.4,7f1d247f-2153-4c93-9e89-f975cbf34fa1,4,0
31.6,b5b14c65-e29e-4c87-8f4e-b1c104a317ee,4,1
35.2,93cb8552-c329-4ab4-9ba0-a9dea797c053,4,0
24.4,6e8e5ec7-aed0-4836-96f3-630049ec1ed9,4,0
32.0,9f257d18-75b0-4bf1-b8ea-dc32f14ca8a7,4,1
38.4,5efa9919-2b9f-45e9-9337-d1ea0864a98f,4,1
35.2,d35af4b6-cd0c-4467-8f2e-33647dec4818,4,1
34.4,4d283421-cfc1-4d37-9807-96a6f9bedbb5,4,0
23.2,e8f82dde-4df3-4b91-93c2-168381c2bd90,4,0
28.8,c64c602c-9a51-433b-a784-424787683127,4,1
30.4,9ab896ab-bc04-430a-93a3-4eb35598b655,4,0
34.4,6e7976d5-0d62-4782-98f3-fb7a53197e80,4,0
29.2,2e3cd587-2cce-4a16-b079-5283c3b1155f,4,0
39.6,f19924cc-00a4-4dcc-acf8-e35968facad8,4,1
38.0,4c94c702-902f-4f1a-9c49-6562015a3b1c,4,1
37.6,0922a3d3-0ce3-4eb7-b15e-374cda9b67c0,4,0
38.8,503ca11e-7d9f-4d74-bcd1-fe28e2e34ff3,4,1
37.2,00d3d5df-622c-483a-83bd-d8934af66b85,4,0
27.6,a2fc3780-74fa-453b-8492-cfa5390ef8d0,4,1
34.8,e30a77c7-0651-4a65-9734-7846be0fb2c5,4,1
23.6,65b8b7c6-ccbe-4e13-85b3-1c0ee32cc07d,4,1
36.0,82b30878-6cd9-413c-bbdf-7ecc8eb9ee12,4,1
36.8,1fd4cbdf-78c2-4a38-8746-2bbc492aca96,4,0
28.4,825e6c44-48ec-4eb2-abe4-25d988072a9b,4,1
29.2,bfdb42ab-4b32-4613-a5b1-073ae19c13ee,4,1
45.6,aa75d550-5f3a-474e-a6c5-75f46884182d,4,1
20.4,ab9626ba-7219-4603-869d-4e484d32783a,4,0
31.2,7f8ebf52-c3ec-4682-b1ad-9445af34ae00,4,0
25.2,e155df24-ef8c-47a3-b2f7-42f3f8d5a3f4,4,0
20.4,6c6454fc-4c9c-4d11-b898-d374c7e9eeff,4,0
30.8,01521cb4-005f-4da8-8505-ffe91fb658a9,4,0
32.4,9b029810-6b6b-4af2-b194-ac01e54a8ff5,4,0
34.8,84a1a376-44f9-4a0f-bc9b-cbddda666db5,4,0
30.8,531e3fe4-0312-4f75-b3c5-e896d86660d9,4,1
34.8,41257d11-49b0-4cae-9727-4cda2ed41e35,4,1
43.2,503ca11e-7d9f-4d74-bcd1-fe28e2e34ff3,5,0
45.2,aa75d550-5f3a-474e-a6c5-75f46884182d,5,0
36.4,e91c49d8-ad10-4f45-ae5f-bbc7a782d542,5,1
38.8,1fe91272-ab5b-4ef1-bd74-b22a8497c7fa,5,0
