12.8,11.8,2.281932891668343,cf31e4e1-6f57-48fa-b1dd-686e8db77e74,1,1
16.6,13.4,2.2913621827396917,2461552d-de77-43c8-b7ad-bade1677c7c9,1,1
13.4,12.6,2.2750901285011698,25e60253-19e3-49a7-9ced-76ee42b0be3b,1,1
14.2,12.0,2.2745858858908985,a8d4d168-58fc-4ca0-8d34-5b6c2c3b6c3e,1,1
16.4,16.8,2.290691537896791,29a7ffe7-1ca3-4ed8-b219-d9eb77240645,1,1
14.8,14.8,2.28464988866355,621e1825-cfa1-4298-a491-e105479b8733,1,1
18.0,15.2,2.287546279349464,e0d97708-b531-4d13-8474-589444040776,1,1
16.2,14.2,2.2801184285711824,bbdb942c-7a48-4e79-a338-62087600ae1d,1,1
14.8,14.2,2.2781799923729626,d336df95-ac31-4d1d-92c8-acfd73cd4517,1,1
18.8,16.4,2.2830846037988524,eb60f91b-9350-4de3-a6c7-81b7acc806fa,1,1
17.8,16.0,2.296103945949508,e3ac2c46-e760-47f6-8a52-7758919ba8ec,1,1
19.4,15.4,2.2847054902630566,43ee0aeb-e54b-4645-b93d-87e393c245b4,1,1
20.4,17.8,2.306228769537026,160db1e7-582f-4cb0-8078-7f931d91dbdc,1,1
17.6,14.8,2.294011187344678,6bd2f66c-5fa7-48f1-9dc2-ff1ff9daa96d,1,1
16.4,11.8,2.2906103989786724,3c2237bf-659a-4cd4-8790-bef6c361fdb7,1,1
16.8,14.2,2.281931782015503,900524f3-7c33-44bd-853f-d114d1d4ea7f,1,1
15.6,12.8,2.2851554154650455,6d653468-c508-474d-ae88-beb3a4a80e7b,1,1
18.6,15.0,2.3040748691149417,ae3e404c-879c-4641-97ee-779577989380,1,1
15.8,13.0,2.2929908512560018,6db936ce-eaa6-4fd4-b5d8-1b1c68ce0e9f,1,1
14.6,12.8,2.2894633380234626,2ba7fa8a-5f32-43e1-af1b-2270e09a71a6,1,1
19.0,16.6,2.299763912238948,eb35e403-6404-46f6-aa04-001e5748dea8,1,1
16.2,12.0,2.288583993942797,a0c610e5-2216-4755-bf01-d67bc65981d1,1,1
17.6,11.8,2.293786111157834,a7fdce06-853a-4d98-a6f8-cb45291750e9,1,1
14.0,12.6,2.299047021262957,ac4e2630-0690-486f-b637-2639875567a8,1,1
14.8,10.4,2.2993054184329287,71ddca10-3da9-4890-80d5-b1bcef8e4383,1,1
18.0,17.2,2.3010808129045928,741015dd-8054-4782-b21e-52a18a1caab1,1,1
16.8,15.2,2.2987755023599914,753842ab-d933-4978-8441-8eaec6a30328,1,1
15.4,14.8,2.294863200929295,abc38824-976d-4b43-8551-b22452525c31,1,1
15.4,13.0,2.2984770040465103,659cf5fa-b785-4eb9-a211-58cafdeb39ce,1,1
16.4,14.0,2.2808412599817958,794b3635-32b7-4fb0-9031-230df47b0679,1,1
16.0,14.4,2.3020329775825994,1e80cf6f-81b7-4367-84bb-9722d4f90014,1,1
15.6,12.2,2.288252834907514,dcd9c23d-c45c-454a-928d-77938a07dc96,1,1
14.0,14.2,2.2740823133180665,e5b09780-66b1-4436-aa7c-5bfd1d943432,1,1
19.2,16.8,2.2931369714415117,f5795a3b-7163-48a4-8fda-c973b047613d,1,1
17.2,15.2,2.2756161022714707,1a480516-f1ea-4f95-b9a4-9096ab722d5b,1,1
13.6,11.4,2.288776114925561,cf535a68-9f8d-4bd2-8906-db5c7ad6a1e1,1,1
19.2,16.4,2.2928219808346917,0c3b6d8b-afb1-4f33-81f0-c5578dc64827,1,1
15.0,14.0,2.280432598770024,ddfa2497-d80f-4876-a07c-171b735e1a1a,1,1
16.4,14.2,2.293291595861022,c7923714-1be2-4116-acb0-999f35712d17,1,1
15.0,14.0,2.29709029256383,21ca57cd-e0b5-434c-94bc-86dc40c98bf5,1,1
20.0,18.2,2.2905030770438057,e9f5e738-e419-40aa-8a8b-a9a5ba9d0d5c,1,1
14.2,11.2,2.2800849659163696,47c798ca-6e6e-4878-826c-657f974e5b10,1,1
